playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8480797,2023,Joel Farabee,PHI,L,5on4,65,8037.0,137.0,41.79,0.82,0.81,0.87,0.87,0.82,0.83,258.0,14.34,1.06,1.45,3.37,0.58,9.04,4.5,1.03,1.06,1.03,1.0,4.0,17.0,3.0,5.0,25.0,6.0,1.0,0.0,0.0,3.0,0.0,11.0,5.0,16.0,19.0,3.0,6.0,9.0,0.0,0.0,1.0,14.0,6.0,0.0,0.38,0.69,0.0,1.0,0.0,0.0,25.0,20.0,20.0,0.0,0.37,0.0,0.09,1.34,1.34,1.29,137.0,58.0,1.0,9.0,69.0,13.0,12.0,23.0,89.0,9.0,0.0,10202.0,6.0,0.0,0.0,0.0,104.76,9.82,9.54,9.82,9.54,109.0,36.0,73.0,218.0,8.0,6.0,0.0,109.0,24.0,12.0,3.11,2.84,3.87,4.0,0.0,4.0,218.0,145.0,145.0,2.32,0.99,0.99,11.15,11.15,10.86,23.38,2.1,2.07,2.1,2.07,29.0,3.0,2.0,34.0,1.0,1.0,0.0,24.0,4.0,4.0,0.65,0.43,1.03,1.0,0.0,0.0,34.0,32.0,32.0,0.3,0.25,0.25,2.16,2.16,2.13,11.02,2.58,290.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0
8481481,2023,Blake Lizotte,LAK,C,other,43,281.0,5.0,4.36,0.75,0.63,0.4,0.63,0.46,0.63,55.0,1.3,0.55,0.08,0.14,0.04,0.59,0.59,0.48,0.55,0.48,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.11,0.44,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.02,0.0,0.0,0.57,0.57,0.5,5.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,863.0,0.0,0.0,0.0,0.0,3.84,2.44,1.98,2.44,1.98,4.0,2.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,0.03,0.11,2.3,0.0,0.0,2.0,6.0,6.0,6.0,0.04,0.0,0.0,2.49,2.49,2.02,5.41,0.83,0.71,0.83,0.71,6.0,1.0,2.0,9.0,0.0,1.0,0.0,4.0,1.0,2.0,0.16,0.15,0.51,0.0,0.0,0.0,9.0,7.0,7.0,0.11,0.28,0.28,0.67,0.67,0.62,3.65,2.17,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8481481,2023,Blake Lizotte,LAK,C,all,43,28479.0,698.0,15.89,0.47,0.54,0.47,0.54,0.47,0.55,429.0,51.16,6.22,3.48,12.38,1.79,25.8,20.32,5.98,6.27,6.03,3.0,2.0,51.0,19.0,23.0,93.0,10.0,5.0,9.0,0.0,9.0,0.0,29.0,18.0,46.0,65.0,6.0,12.0,123.0,38.0,6.0,12.0,43.0,17.0,10.0,1.34,2.0,2.88,2.0,1.0,2.0,95.06,70.0,70.93,6.0,0.74,1.97,1.91,5.05,5.13,4.96,698.0,70.0,122.0,96.0,410.0,112.0,123.0,81.0,382.0,123.0,131.0,128997.0,12.0,20.0,10.0,18.0,235.61,19.96,18.92,20.11,19.06,236.0,89.0,147.0,472.0,17.0,29.0,1.0,257.0,46.0,22.0,6.6,5.8,7.56,7.0,7.0,3.0,481.57,325.0,330.87,2.93,5.58,5.58,17.3,17.45,16.74,267.05,22.32,20.69,22.35,20.73,253.0,119.0,154.0,526.0,16.0,25.0,2.0,296.0,54.0,22.0,8.31,6.93,7.07,5.0,6.0,5.0,521.6,372.0,370.66,4.35,4.57,4.57,22.1,22.13,20.74,124.71,104.72,2357.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0
8481481,2023,Blake Lizotte,LAK,C,5on5,43,23519.0,551.0,15.89,0.51,0.53,0.55,0.54,0.54,0.55,438.0,45.65,5.34,3.19,11.61,1.62,23.53,16.72,5.17,5.39,5.22,2.0,2.0,45.0,17.0,23.0,85.0,7.0,3.0,8.0,0.0,9.0,0.0,27.0,15.0,42.0,59.0,6.0,12.0,109.0,36.0,5.0,10.0,39.0,14.0,9.0,1.23,1.67,2.44,2.0,0.0,1.0,87.06,62.0,62.93,5.0,0.67,1.67,1.91,4.1,4.18,4.08,551.0,62.0,54.0,84.0,351.0,103.0,84.0,70.0,294.0,109.0,109.0,102262.0,12.0,16.0,8.0,10.0,218.63,16.17,15.62,16.32,15.76,219.0,82.0,144.0,445.0,13.0,28.0,1.0,244.0,42.0,15.0,6.29,5.37,4.51,7.0,5.0,1.0,454.57,301.0,306.87,2.7,5.28,5.28,13.59,13.74,13.51,186.92,15.46,15.06,15.5,15.1,179.0,81.0,111.0,371.0,13.0,20.0,2.0,202.0,44.0,14.0,5.7,5.61,4.15,5.0,5.0,3.0,366.6,260.0,258.65,2.46,3.92,3.92,14.0,14.03,13.82,76.5,67.4,1795.0,1529.0,0.83,0.58,22.0,16.0,17.0,14.0
8481481,2023,Blake Lizotte,LAK,C,4on5,43,4424.0,127.0,15.71,0.12,0.11,0.08,0.13,0.1,0.15,149.0,3.56,0.3,0.16,0.47,0.1,1.22,2.74,0.3,0.3,0.3,0.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,12.0,2.0,1.0,1.0,3.0,2.0,0.0,0.08,0.22,0.0,0.0,1.0,0.0,5.0,5.0,5.0,1.0,0.04,0.0,0.0,0.34,0.34,0.33,127.0,4.0,67.0,11.0,45.0,6.0,35.0,10.0,76.0,12.0,3.0,9499.0,0.0,0.0,0.0,0.0,8.86,0.86,0.85,0.86,0.85,11.0,1.0,1.0,13.0,1.0,0.0,0.0,8.0,2.0,2.0,0.2,0.22,0.44,0.0,1.0,0.0,13.0,12.0,12.0,0.09,0.0,0.0,0.95,0.95,0.94,74.72,6.03,4.92,6.03,4.92,68.0,37.0,41.0,146.0,3.0,4.0,0.0,90.0,9.0,6.0,2.45,1.17,2.41,0.0,1.0,2.0,146.0,105.0,105.0,1.77,0.37,0.37,7.44,7.44,6.31,2.61,20.08,40.0,280.0,0.0,0.11,0.0,2.0,0.0,1.0
8481481,2023,Blake Lizotte,LAK,C,5on4,43,255.0,15.0,3.81,1.0,0.95,1.0,0.89,1.0,0.88,139.0,0.65,0.03,0.05,0.17,0.02,0.46,0.27,0.03,0.03,0.03,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.3,0.0,0.04,0.04,0.04,15.0,4.0,0.0,0.0,11.0,2.0,2.0,0.0,11.0,1.0,10.0,4959.0,0.0,0.0,0.0,4.0,4.28,0.48,0.47,0.48,0.47,2.0,4.0,2.0,8.0,1.0,1.0,0.0,4.0,1.0,1.0,0.09,0.1,0.3,0.0,1.0,0.0,8.0,6.0,6.0,0.09,0.3,0.3,0.28,0.28,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.78,151.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8483512,2023,Matt Savoie,BUF,C,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483512,2023,Matt Savoie,BUF,C,all,1,235.0,5.0,0.0,0.7,0.3,0.5,0.4,0.5,0.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,3365.0,0.0,0.0,0.0,0.0,0.7,0.02,0.02,0.01,0.01,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.94,1.0,0.97,0.01,0.0,0.0,0.02,0.02,0.02,0.75,0.01,0.01,0.01,0.01,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.06,1.0,1.03,0.0,0.0,0.0,0.01,0.01,0.01,2.4,5.65,53.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
8483512,2023,Matt Savoie,BUF,C,5on5,1,235.0,5.0,0.0,0.7,0.32,0.5,0.44,0.5,0.44,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,2379.0,0.0,0.0,0.0,0.0,0.7,0.02,0.02,0.01,0.01,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.94,1.0,0.97,0.01,0.0,0.0,0.02,0.02,0.02,0.75,0.01,0.01,0.01,0.01,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.06,1.0,1.03,0.0,0.0,0.0,0.01,0.01,0.01,1.18,2.53,34.0,44.0,0.05,0.0,1.0,0.0,1.0,0.0
8483512,2023,Matt Savoie,BUF,C,4on5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483512,2023,Matt Savoie,BUF,C,5on4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477426,2023,Nicholas Paul,TBL,L,other,65,2425.0,50.0,23.53,0.45,0.48,0.59,0.49,0.57,0.46,197.0,2.86,0.81,0.2,0.34,0.09,1.66,0.9,0.78,0.81,0.78,2.0,1.0,3.0,1.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,24.0,4.0,2.0,2.0,1.0,2.0,1.0,0.07,0.32,0.42,0.0,1.0,0.0,6.0,4.0,4.0,1.0,0.06,0.45,0.0,0.87,0.87,0.84,50.0,16.0,11.0,4.0,19.0,3.0,5.0,15.0,27.0,24.0,14.0,4460.0,0.0,0.0,0.0,1.0,39.08,9.94,7.67,9.94,7.67,38.0,16.0,18.0,72.0,12.0,4.0,1.0,20.0,20.0,14.0,0.73,2.45,6.76,1.0,4.0,7.0,72.0,54.0,54.0,0.96,1.81,1.81,9.09,9.09,7.48,29.54,12.4,11.77,12.4,11.77,30.0,10.0,10.0,50.0,9.0,3.0,1.0,13.0,9.0,18.0,0.57,1.23,10.6,0.0,1.0,8.0,50.0,40.0,40.0,0.56,1.05,1.05,11.91,11.91,11.35,14.21,15.29,98.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
8477426,2023,Nicholas Paul,TBL,L,all,65,67279.0,1336.0,35.19,0.6,0.46,0.58,0.49,0.57,0.49,329.0,132.87,18.59,10.86,29.61,4.53,64.72,46.68,17.52,18.8,17.72,9.0,8.0,119.0,56.0,50.0,225.0,35.0,18.0,17.0,9.0,22.0,0.0,51.0,67.0,101.0,157.0,9.0,21.0,393.0,81.0,24.0,22.0,108.0,36.0,31.0,3.15,4.64,10.79,4.0,6.0,8.0,226.9,175.0,175.7,7.0,2.55,3.91,8.39,12.76,12.85,12.51,1336.0,256.0,179.0,212.0,689.0,163.0,176.0,237.0,760.0,393.0,336.0,168898.0,21.0,23.0,9.0,34.0,679.06,79.85,74.13,80.13,74.37,634.0,294.0,370.0,1298.0,85.0,79.0,17.0,648.0,177.0,103.0,17.9,22.09,39.87,22.0,25.0,38.0,1302.62,928.0,931.51,11.65,18.19,18.19,73.31,73.42,69.94,501.21,53.12,51.1,53.52,51.48,505.0,181.0,254.0,940.0,67.0,47.0,8.0,499.0,129.0,58.0,14.48,16.32,22.32,22.0,28.0,17.0,944.16,686.0,690.87,7.09,10.37,10.37,49.83,50.1,48.82,133.89,155.41,2661.0,2795.0,0.0,0.0,0.0,0.0,0.0,0.0
8477426,2023,Nicholas Paul,TBL,L,5on5,65,51920.0,1063.0,35.19,0.51,0.49,0.51,0.51,0.5,0.51,354.0,90.65,10.84,6.58,21.3,3.07,45.37,33.84,10.38,11.05,10.57,4.0,5.0,85.0,36.0,42.0,163.0,18.0,9.0,12.0,4.0,20.0,0.0,31.0,49.0,76.0,112.0,6.0,12.0,277.0,76.0,19.0,17.0,79.0,24.0,18.0,2.51,3.06,5.26,4.0,3.0,2.0,164.9,121.0,121.7,6.0,1.39,2.88,4.39,7.84,7.93,7.77,1063.0,126.0,145.0,180.0,612.0,141.0,148.0,169.0,605.0,277.0,242.0,140805.0,12.0,18.0,8.0,31.0,413.49,36.02,34.54,36.29,34.78,379.0,190.0,265.0,834.0,33.0,46.0,10.0,438.0,89.0,42.0,12.3,11.65,12.06,16.0,11.0,6.0,838.62,569.0,572.5,5.6,9.54,9.54,32.07,32.18,31.53,410.86,34.11,33.06,34.52,33.44,415.0,149.0,226.0,790.0,49.0,42.0,7.0,432.0,100.0,32.0,12.08,12.54,9.49,19.0,26.0,4.0,794.16,564.0,568.87,5.5,8.69,8.69,30.92,31.19,30.71,96.31,99.01,2268.0,2187.0,1.59,1.18,42.0,32.0,29.0,25.0
8477426,2023,Nicholas Paul,TBL,L,4on5,65,2003.0,67.0,19.85,0.14,0.18,0.18,0.15,0.21,0.19,183.0,6.39,0.51,0.25,0.93,0.17,1.93,4.2,0.51,0.51,0.51,0.0,0.0,5.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,8.0,0.0,0.0,18.0,0.0,3.0,0.0,5.0,3.0,0.0,0.14,0.37,0.0,0.0,0.0,0.0,9.0,8.0,8.0,0.0,0.06,0.0,0.0,0.57,0.57,0.57,67.0,2.0,22.0,7.0,36.0,1.0,12.0,9.0,45.0,18.0,36.0,9819.0,0.0,5.0,1.0,0.0,7.78,0.6,0.6,0.6,0.6,5.0,5.0,1.0,11.0,0.0,0.0,0.0,7.0,3.0,0.0,0.24,0.37,0.0,0.0,0.0,0.0,11.0,10.0,10.0,0.08,0.0,0.0,0.68,0.68,0.68,26.66,3.63,3.34,3.63,3.34,28.0,9.0,14.0,51.0,6.0,1.0,0.0,21.0,11.0,5.0,0.75,1.4,1.48,3.0,0.0,3.0,51.0,37.0,37.0,0.64,0.35,0.35,3.91,3.91,3.69,3.92,17.46,47.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
8477426,2023,Nicholas Paul,TBL,L,5on4,65,10931.0,156.0,33.66,0.92,0.9,0.89,0.89,0.87,0.9,240.0,32.96,6.43,3.82,7.03,1.2,15.76,7.75,5.85,6.43,5.85,3.0,2.0,26.0,16.0,5.0,47.0,13.0,8.0,4.0,5.0,1.0,0.0,18.0,11.0,18.0,34.0,2.0,7.0,73.0,1.0,0.0,3.0,23.0,7.0,12.0,0.43,0.89,5.11,0.0,2.0,6.0,47.0,42.0,42.0,0.0,1.05,0.58,3.99,3.48,3.48,3.33,156.0,112.0,1.0,21.0,22.0,18.0,11.0,44.0,83.0,73.0,14.0,6074.0,7.0,0.0,0.0,1.0,218.7,33.29,31.32,33.29,31.32,212.0,83.0,85.0,380.0,40.0,29.0,6.0,183.0,65.0,47.0,4.63,7.61,21.04,5.0,10.0,25.0,380.0,295.0,295.0,5.03,6.84,6.84,31.47,31.47,30.25,33.51,2.91,2.86,2.91,2.86,31.0,13.0,4.0,48.0,3.0,1.0,0.0,32.0,9.0,3.0,1.0,1.15,0.75,0.0,1.0,2.0,48.0,44.0,44.0,0.37,0.28,0.28,2.99,2.99,2.98,11.67,1.29,167.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0
8476958,2023,Jaccob Slavin,CAR,D,other,64,3133.0,52.0,42.32,0.55,0.5,0.47,0.65,0.45,0.59,127.0,4.32,0.64,0.26,0.93,0.16,2.15,1.86,0.6,0.64,0.6,0.0,2.0,4.0,2.0,3.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.18,0.12,0.34,0.0,0.0,0.0,9.0,6.0,6.0,0.0,0.07,0.21,0.34,0.36,0.36,0.36,52.0,12.0,5.0,10.0,25.0,11.0,3.0,6.0,32.0,0.0,0.0,4219.0,0.0,0.0,0.0,5.0,29.83,7.81,7.59,7.81,7.59,29.0,14.0,18.0,61.0,7.0,4.0,1.0,19.0,10.0,14.0,0.86,1.02,5.92,1.0,1.0,5.0,61.0,43.0,43.0,0.55,0.87,0.87,7.48,7.48,7.31,36.42,6.34,5.9,6.34,5.9,38.0,14.0,16.0,68.0,8.0,3.0,2.0,30.0,13.0,9.0,0.98,1.43,3.94,0.0,4.0,4.0,68.0,52.0,52.0,0.69,0.82,0.82,6.22,6.22,5.91,11.54,11.47,113.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0
8476958,2023,Jaccob Slavin,CAR,D,all,64,80905.0,1606.0,56.35,0.52,0.59,0.57,0.61,0.55,0.6,161.0,130.74,5.2,6.63,37.44,4.36,70.47,56.91,5.04,5.25,5.09,7.0,13.0,116.0,65.0,88.0,269.0,24.0,4.0,20.0,1.0,24.0,0.0,73.0,60.0,112.0,177.0,3.0,6.0,0.0,41.0,53.0,27.0,169.0,10.0,2.0,3.42,1.11,0.66,2.0,2.0,0.0,270.14,181.0,181.94,23.0,1.39,2.97,1.09,5.5,5.52,5.41,1606.0,171.0,212.0,255.0,968.0,224.0,177.0,221.0,984.0,0.0,0.0,151969.0,6.0,20.0,9.0,95.0,777.56,68.45,66.23,68.9,66.66,685.0,391.0,457.0,1533.0,65.0,77.0,7.0,803.0,203.0,70.0,21.93,24.39,22.12,21.0,26.0,18.0,1548.64,1076.0,1085.26,10.41,13.42,13.57,65.29,65.59,64.38,644.66,64.33,61.29,63.9,60.89,612.0,268.0,289.0,1169.0,68.0,73.0,13.0,643.0,166.0,71.0,18.18,20.73,25.42,24.0,25.0,19.0,1157.75,880.0,873.46,9.94,16.96,16.96,57.3,56.91,55.59,149.05,105.2,2991.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0
